Company Name,Website URL,Has Facebook,Facebook URL,Facebook Page Name,Followers,Phone (Facebook),Email (Facebook),Address (Facebook),Emails (Website),Phones (Website),Found Via,Description Snippet,Scraped At
Logecam | Logements du Cameroun,https://www.logementsducameroun.com/,Yes,https://www.facebook.com,Discussions,,61788805,,,logementsducam@yahoo.fr,"23769993; 33439807",duckduckgo,LOGECAM est une agence immobilière agréée par le MINHDU depuis 2003. Plus de 20 ans d'expérience garantissent fiabilité et professionnalisme dans toutes vos transactions immobilières.,2026-03-16T16:16:15.142Z
Cameroon Homes: Discover Your Dream Home - africa-housing.com,https://africa-housing.com/locations/cameroon/,Yes,https://www.facebook.com/jobomax,Discussions,25000,61788820,,,info@africa-housing.com,"20250329; 20260211; 69390997; 62663570; 20388505; 20142026; 30000000",duckduckgo,"Our two developments in Cameroon are located in the peaceful suburbs of Yaoundé, in the growing north side of the city, near Olembe Stadium. Whether you're planning to move back home, reconnect with your African roots, or make a smart investment, Jobomax Homes makes homeownership in Cameroon easy.",2026-03-16T16:16:39.576Z
Crown Homes Holdings - Redefining Real Estate In Africa,https://crownhomesholdings.com/,Yes,https://www.facebook.com/crownhomesholdings,Discussions,27000,61788826,,,"Next-furniture@300x.png; Next-furniture@300x-300x169.png; Next-furniture@300x-768x432.png; Next-furniture@300x-496x279.png","20230209; 23880029",duckduckgo,"Most innovative and reliable real estate company which has emerged as a leader in commercial, residential and national property development in Cameroon and Africa, with high street credibility.",2026-03-16T16:16:57.727Z
Home - Royal Property Group,https://royalpropertygroup.org/,Yes,https://www.facebook.com/royalpropertygroupcm,Discussions,181,61788830,,,info@royalpropertygroup.org,"20200810; 20240611; 32257558; 62301706; 64889270; 64889288; +23767487490; 21099272",duckduckgo,"Find Your Dream House and Land in Cameroon We are a full-service real estate company based in Buea that provides expert property rental management, property sales, and construction management services in Cameroon. Browse Properties What We Do Royal Property Group specializes in expert property rental management, buying, selling, and construction management. With a dedicated team […]",2026-03-16T16:17:11.460Z
"Housing for expats in Cameroon: Find, rent or buy property",https://www.expat.com/en/housing/africa/cameroon/,Yes,https://www.facebook.com/expat.blog,Discussions,112000,61788833,jobs@expat.com,,contact@expat.com,"20169404; 69802154; 65002695; 65002678; 65002686",duckduckgo,"Find your home in Cameroon: Browse housing ads for expats to rent, buy or sell a property. Post your ad for free.",2026-03-16T16:17:20.674Z
Low Cost Housing in Cameroon | Social Housing | Karmod,https://www.karmod.eu/blog/low-cost-housing-cameroon/,Yes,https://www.facebook.com/KarmodGlobal,Discussions,246000,61788837,,,info@karmod.com,"20230720; 20281129; 28932211; 39052429; 29289322; 32112928",duckduckgo,"Low cost housing in Cameroon We are a frontline real estate development and management company located in Cameroon metropolis, the commercial hub of Cameroon with over fourteen years' experience in delivering premium quality Low cost housing to hundreds of clients in search of class, comfort and exclusivity.",2026-03-16T16:17:28.906Z
"Codecis : Real Estate Agency Cameroon, Yaounde, Douala",https://codecis.com/en/who-are-we/,Yes,https://www.facebook.com/codecis,Discussions,21000,61788857,info@codecis.com,,"medianetmandjan@gmail.com; info@codecis.com; codecis@yahoo.fr","+23767519520; 20250409; 20260303; 69838820; 23456789; 69002274; 22068466; 27825100; 20240521; 31536000; 20251215; 25686540",duckduckgo,"CODECIS is a service provider company specializing in real estate in Cameroon, Yaoundé, Douala, and all major cities.",2026-03-16T16:18:12.293Z
MET-BTP - Construisons avec assurance,https://met-btp.com/,Yes,https://www.facebook.com,Discussions,,61788875,,,contact@met-btp.com,"33333333; 26132684; 35369855; 35372589; 35482681; 38757763; 30464871; 65989654; 20787675; 24427351; 31247139",duckduckgo,"Depuis deux décénies, MET-BTP s'affirme comme une entreprise de travaux publics, BTP et génie civil leader au Cameroun. Spécialisés dans le génie civil, le terrassement, la démolition, les VRD (voiries et réseaux divers), les fondations spéciales, et le soutènement, nous apportons des solutions adaptées aux besoins de chaque projet.",2026-03-16T16:18:55.843Z
Entreprises de bâtiments et travaux publics (BTP) à Yaoundé et au Cameroun,https://nexpages.com/cameroun/batiment-travaux-publics,Yes,https://www.facebook.com/Nexpages-138810286203269,Discussions,485,61788885,info@nexpages.com,,,"+23722223367; +23723340348; +23722221046; +23723339332; +23724385909; +23723342939; +23765153790; +23723337331",duckduckgo,"Secteur du BTP, des travaux publics et d'édification d'ouvrages au Cameroun. Trouvez les coordonnées et adresses des entreprises du BTP et de construction de bâtiments et ouvrages publics à Yaoundé, Douala et dans tout (e) le Cameroun",2026-03-16T16:19:21.694Z
=======
Company Name,Website URL,Has Facebook,Facebook URL,Facebook Page Name,Verified Page,Followers,Phone (Facebook),Email (Facebook),Address (Facebook),Website (Facebook),Emails (Website),Phones (Website),Found Via,Description Snippet,Scraped At
Accueil - ECO CONSTRUCTION SARL :: est une entreprise ...,https://ecoconstructionbtp.com/,Yes,https://www.facebook.com/promedia,Pro Media Production,Yes,6,61782783,,,https://api.whatsapp.com/send?phone=+96178730815&token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjEyNSJ9.eyJleHAiOjE3NzM3NTAxNTksInBob25lIjoiKzk2MTc4NzMwODE1IiwiY29udGV4dCI6IkFmZjJOZzVTM0V5V010MTJIbzRQOGxJYmpTY1VBakpBYUs0QlJFdDhiZzZJbHZYUXE1U19RSHk1ODBsOVY5N0dYSm9SUmdRZGhma2h2YzkyRHltb3c3OEdseG9DZ3M2YXlvNTRvRnhMRHRHdFZhNjJpSlVkSjZBanZKWkZZbC1wTWJrUURLcGRvSTQyN1BBbVFlZzBNM0EiLCJzb3VyY2UiOiJGQl9QYWdlIiwiYXBwIjoiZmFjZWJvb2siLCJlbnRyeV9wb2ludCI6InBhZ2VfY3RhIn0.PbgmPYSDQM0V4aQ8XpVC2M4di9uNySJD_GpM8UsL20Xb73GadRLmCyL6BlBWmaUM7Cr2Ro_zH0pk3L82swC53g&fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExeGVPY21vZkFMR1cwSFhsV3NydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR6DdxPgieecFnwvcT3FuCuVtxxKAt08NbIWbzLJgq3fXXA9w3nEWmF5OOD7kQ_aem_TQgZCqwfOahM7Bdepv-EUQ,infos@ecoconstructionbtp.com; carrieres@ecoconstructionbtp.com,20743220; 20180424; 20210827; 23769408,google_serpapi,"Bureau ECO CONSTRUCTION SARL : Douala, Ecole Publique New Deido Adresse ECO CONSTRUCTION SARL :BP: 8598 Douala â€“ Cameroun Contacter ECO CONSTRUCTION SARL ...",3/16/26 13:22
construire la maison de vos rÃªves,https://ecoconstructioncameroon.com/fr/,Yes,https://www.facebook.com/EcoCamLtd,Discussions,Yes,207,61782807,,"Construire la maison de vos rÃªves. Solution clÃ© en main, sur votre terrain partout au Cameroun. / Building the home of your dreams. A turnkey solution, on your own land anywhere in Cameroon.",,,20170722; 20250403,google_serpapi,Eco Construction Cameroon conÃ§oit et construit des maisons clÃ© en main pour les clients au Cameroun et de la diaspora camerounaise.,3/16/26 13:23
11 Best Construction companies in Cameroon - Project House,https://project-house.net/construction-companies-in-cameroon/,Yes,https://www.facebook.com/Project-House-Consulting-Services-501149433756811,Discussions,Yes,71000,61782817,,,https://ai.meta.com/?utm_source=about_meta_site&utm_medium=web&utm_content=hero_homepage,info@project-house.net,33756811; 20221117; 20230714; 62891585; +23765047802; 23332410; 69984985; 20111951; +23769899072; 23765006,google_serpapi,"INTEGC located in Yaounde is one of the best construction companies in Cameroon. Its in charge of services such as building construction, water ...",3/16/26 13:23
Diamond Realty,https://www.diamondrealty.estate/,Yes,https://www.facebook.com/diamondrealtycameroon,Discussions,Yes,568,61782834,,Diamond Realty Cameroon,https://www.diamondrealty.estate/?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExeGVPY21vZkFMR1cwSFhsV3NydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR4eIp1GlHrp-cLqYuxlh7uSAbz3eBFR5abPV0mK7vpEX-36v1Ak6QRmImm16g_aem_96_IyABsPP-B5npzQn6dcA,,31025645; 34189508; 66698214; 67033765; 66700899; 66701428; 31534452; +23769572337; +23768285900,google_serpapi,"Diamond Realty is a real estate company in Cameroon focused on land development, construction, and property management.",3/16/26 13:24
Real estate,https://groupesohaing.com/our-business/real-estate/,Yes,https://www.facebook.com,Discussions,No,,61782845,,,https://ai.meta.com/?utm_source=about_meta_site&utm_medium=web&utm_content=hero_homepage,contact@groupesohaing.com,33420053; 31536000,google_serpapi,"The SOHAING Group's property development business is mainly based in Cameroon and France. Its portfolio includes: Residential buildings (44,065 sqm) in ...",3/16/26 13:24
Home - ECO CONSTRUCTION CAMEROON,https://ecoconstructioncameroon.com/en/,Yes,https://www.facebook.com/EcoCamLtd,Discussions,Yes,207,61782851,,"Construire la maison de vos rÃªves. Solution clÃ© en main, sur votre terrain partout au Cameroun. / Building the home of your dreams. A turnkey solution, on your own land anywhere in Cameroon.",,,20170722; 20250403,google_serpapi,Building the home of your dreams! Eco Construction Cameroon designs and builds turnkey homes for clients in Cameroon and the Cameroonian diaspora.,3/16/26 13:25
SECPE Investments: HOME,https://www.secpeinvestments.com/,Yes,https://www.facebook.com/secpeinvestments,Discussions,Yes,34000,61782860,,,https://api.whatsapp.com/send?phone=+17047710547&token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjEyNSJ9.eyJleHAiOjE3NzM3NTAzMzcsInBob25lIjoiKzE3MDQ3NzEwNTQ3IiwiY29udGV4dCI6IkFmY1pQWF9VTFdNWGhtTUpLelVKazg4cjRrT0FqVEhJd3ZLY2hiUUxjODRBa3pyd3RoREhveHRSMTlYdkQ1SkpHS0xteVBOcjZyaEtzOHZEY0sza3pLMWdMd09HeUxiMEc0THVpVnh6dHNQYzFxRlpYckQxRFJZRmx0WldsQlFxUlIweGdsRGwtQmFrVmNzb19KMUd2dXlYbUEiLCJzb3VyY2UiOiJGQl9QYWdlIiwiYXBwIjoiZmFjZWJvb2siLCJlbnRyeV9wb2ludCI6InBhZ2VfY3RhIn0.EQm_H2VKtukDEj-r-OTF-TlE_i05BDjc77BAV_P1PqYwwDoYwMaxpnl9GvbjU3Z7KNmxiIgNvTZcEUiD0AT4nw&fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExeGVPY21vZkFMR1cwSFhsV3NydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR5JuRXU7Bn45G3Prf6xu2zinzfZmCL6YGjFrLP1HrXTWqIhxS05A3SFaVHC6Q_aem_pboQD-4NhieBfdypE6ykVA,,24993024; 25023972; 24078646; 24994137; 20210710; 35903683,google_serpapi,"Cameroon Real Estate Investment. If you are looking for a place to invest in Africa and have overlooked Cameroon, you do not know what you are missing! Our ...",3/16/26 13:25
KARCH REAL ESTATE,https://realestate.karchltd.com/,Yes,https://www.facebook.com/karchltd,Discussions,Yes,35,61782866,,,,,,google_serpapi,"Discover prime land for sale and rent in Cameroon, including industrial plots, farmlands, and sea-view properties. All lands come with certified titles.",3/16/26 13:25
Search properties - mapiole.com,https://www.mapiole.com/en/product-listing?for=forSale&type=Apartment,Yes,https://www.facebook.com/share/1FWoF4KkjF,Discussions,Yes,29000,61782880,info@mapiole.com,,,info@mapiole.com,33905691; 20240098,google_serpapi,"Easily buy, sell, rent, or build real estate in Cameroon with Mapiole. Discover top properties & real estate offers on land, houses, apartments, and villas.",3/16/26 13:26
KEUR-IMMO Cameroon ðŸ‡¨ðŸ‡² - #1 real estate listings website,https://keur-immo.com/en/cameroon/,Yes,https://www.facebook.com/keurimmo.officiel,Discussions,Yes,44000,61782886,,,https://api.whatsapp.com/send?phone=+221776287234&token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjEyNSJ9.eyJleHAiOjE3NzM3NTAzOTgsInBob25lIjoiKzIyMTc3NjI4NzIzNCIsImNvbnRleHQiOiJBZmM0WmFCYjBBcVUtOHptRFc0WXBfRnRjcGl6WEI1cTNOWFZ5RGxmbVBqRFRPQlU5eWJ1aDlFaFFzd0UyRHdfTzRWVkN4NV8yQTdkV0xYdnYyT0EtNk1pYlVBcUIxdGhIaUZ2VHZPLWE0X2lrX3Zhc005cG9XRkE4Q2ZtNHhjT2l0STRldDZUam5uZlQ2a0V5bjVRd2tqNWtBIiwic291cmNlIjoiRkJfUGFnZSIsImFwcCI6ImZhY2Vib29rIiwiZW50cnlfcG9pbnQiOiJwYWdlX2N0YSJ9.Sgvu1Q0F8LfLLhdNJ2bxeKk9UwguUA_7BRM8Nt8QMhwd85Eew-_Di4j3x9P7T7YM7u5pTicqfdPkpfg8MQo8Gg&fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExeGVPY21vZkFMR1cwSFhsV3NydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR6RRvefhIkL-_b1BFI6ftfza_77QjD8jXkVXStgfJijc_hnuZrqwWDo_VFySg_aem_8NTlsR_3zxbyjqp0G95cCQ,,20200925; 20260215; 33868419; 22170349,google_serpapi,"Keur-ImmoÂ® Cameroon, Cameroon's #1 real estate agency! Real estate listings for apartments, villas, houses, and land for sale and rent.",3/16/26 13:26
Cheap Apartments for Sale in Cameroon,https://realting.com/cameroon/apartments/cheap,Yes,https://www.facebook.com/Realting-Platform-104756424749883,Discussions,Yes,19000,61782893,,,,business@realting.com; clipboard.min@2.0.10.js,62079451; 30000000; 25000000,google_serpapi,Find Cheap Apartments for Sale in Cameroon âœ“ Large selection of flats in latest listings âœ“ Actual prices âœ“ Photos âœ“ Description and Location on the map.,3/16/26 13:26
LISTINGS - Cameroon Real Estate Market,https://www.secpeinvestments.com/listings/,Yes,https://www.facebook.com/secpeinvestments,Discussions,Yes,34000,61782900,,,https://api.whatsapp.com/send?phone=+17047710547&token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjEyNSJ9.eyJleHAiOjE3NzM3NTA0MzAsInBob25lIjoiKzE3MDQ3NzEwNTQ3IiwiY29udGV4dCI6IkFmYy1xX0I3bWhILUt6amxUc1o3SzZwc2I0MUpzRHp3OWc0QkxHdHQwUDVnc0Y0N1VHNEpXVzlPQWJCU2NQSWVfRjNKcVlRZFdUaGt3eUI4YXhTWkJKb3JnYzNvUzA1NWJtM2pyeXBhXzdQWkVOSDZnUU54cFBPTndUWXBaNzBUdEpURmpULTI1T2FLalFsdmVxMDBnZlNfYmciLCJzb3VyY2UiOiJGQl9QYWdlIiwiYXBwIjoiZmFjZWJvb2siLCJlbnRyeV9wb2ludCI6InBhZ2VfY3RhIn0.Dy7HpqFowgFH9TG9c894dpinC6h5rnEm-JNY8EF6otoZAnqYYJSt8DpGM3gmZETSPl2NQIQvrITdBeoOOhqdpw&fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExeGVPY21vZkFMR1cwSFhsV3NydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR4rmbbfVb5VT5qq42fiwyHeM73IakznsN_vskD4Qd99B2TKhchVSbvXxG6naw_aem_RZDBz5nJ8wrT5J9F6y2t-w,,20210710,google_serpapi,"Residence Maurice. Fr300,000.00 Great apartment in Bonamoussadi Douala. 3 bedroom apartment in a brand new complex. Complex hasâ€¦",3/16/26 13:26
Flats for sale in Cameroon,https://www.expat.com/en/housing/africa/cameroon/flats-for-sale.html,Yes,https://www.facebook.com/expat.blog,Discussions,Yes,112000,61782909,jobs@expat.com,,http://www.expat.com/en/register.php?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExeGVPY21vZkFMR1cwSFhsV3NydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR5WL6GzssqdbaLAd89PblSFdcLUgsAMkWupNllw5MAxqTWQaDA3jFdIFZTNZg_aem_Aa2k1_q5szBrliiEd8qmwA,contact@expat.com,20169404; 34909429; 68672676; 68672703; 65002695; 65002678; 65002686,google_serpapi,Flats for sale in Cameroon. Find a nice and cosy flat from our ads. Are you looking for a new home? Filter Subscribe Add Latest properties in Cameroon.,3/16/26 13:27
"Renov Building - Construction, RÃ©novation, BTP, Plomberie ...",https://www.renovbuilding.cm/,Yes,https://www.facebook.com/renovbuilding,Discussions,Yes,867,61782929,contact@renovbuilding.cm,ðŸ—ï¸Renov Building â€“ Entreprise camerounaise de BTP basÃ©e Ã  YaoundÃ©.,https://api.whatsapp.com/send?phone=+237670726237&token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjEyNSJ9.eyJleHAiOjE3NzM3NTA0OTksInBob25lIjoiKzIzNzY3MDcyNjIzNyIsImNvbnRleHQiOiJBZmVtbFN4aGlFRFM5U181Q0YzS01DdEdVajVTYXk5MkNHUU5pR2JFOEg1NzgyNjk5NU1BN0w0UjlpVDNUZkhvbkNCZWh0b1Q2TG5GeUc2Y2xXQk9uMkRXWVVZNVp1WnNPQ2ZHRXZpemQ5YTFtYTdmLVBhSmRBTFN5c2M0QVJXS2UyRUVTVDE0bmJSVlZBSXpuVFRHdXNRdjVnIiwic291cmNlIjoiRkJfUGFnZSIsImFwcCI6ImZhY2Vib29rIiwiZW50cnlfcG9pbnQiOiJwYWdlX2N0YSJ9.w-qgmxPdaZM_oHaRLIPO15Q9Ojd8y6uW21Ko-8nACKIUSYYlcckHNJUMb2ZZYFzG-xqOtupGIjka3l332TpBiQ&fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExeGVPY21vZkFMR1cwSFhsV3NydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR4Z7shpSvNt6u20gNHhe3JuKQaKLXl1t5MQa0KRvBAQ8tmf2_mjPLKrtXrZew_aem_fcZMGtOljPf2JeI0JW7p5g,contact@renovbuilding.cm,23767072620,google_serpapi,"FondÃ©e en 2017 Ã  YaoundÃ©, Cameroun, Renov Building est votre partenaire de choix pour tous vos projets de construction, rÃ©novation, BTP, plomberie, Ã©lectricitÃ©, ...",3/16/26 13:28
Promotion immobiliÃ¨re,https://groupe-kedibuild.com/promotion-immobiliere/,Yes,https://www.facebook.com/Groupekedibuild,Discussions,Yes,871,61782995,,"Le Groupe Kedibuild est un groupe d'entreprises de services basÃ© Ã  Douala - Cameroun, expÃ©riment?",http://kedibuild-consulting.com/?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExeGVPY21vZkFMR1cwSFhsV3NydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR6T9qYNGBcbn44SGtL0H1hLJgEYyNaAuPiQuzd9jDa7EJEa-GReqN_81fBp1Q_aem_h_tPG3JCfvkhPZ6cKWc_2Q,contact@groupe-kedibuild.com,25703981; 25721601; 25726000; 61893762; 61935481; 61893758; 33416504; 20250206,google_serpapi,"BP : 5335 Douala, Cameroun. Tel: 233 41 65 04. Mail : contact@groupe-kedibuild.com. Liens directs. Immobilier Â· Cabinet conseil Â· Investir Â· Carriere ...",3/16/26 13:30
Agents et Promoteurs immobiliers,https://www.minhdu.gov.cm/agents-et-promoteurs-immobiliers/,Yes,https://www.facebook.com/cameroun.minhdu,Discussions,Yes,41000,61783010,,,http://www.minhdu.gov.cm/?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExeGVPY21vZkFMR1cwSFhsV3NydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR4-d6mu6SG1udt3zOx_DaDevLeLDbPDy0Ib3ZHMkteknm6sB4cjChpjQdZINg_aem_YsOGRwgKSy6endN2pXRqbw,info@minhdu.gov.cm,20100101; 20220616; 20240202; 22222210; 20251028; 20240913; 20230829,google_serpapi,QUELLES SONT LES CONDITIONS D'ELIGIBILITE A LA PROFESSION DE PROMOTEUR IMMOBILIER ? Â· ÃŠtre de nationalitÃ© camerounaise ou ressortissant d'un Ã‰tat Ã©tranger ayant ...,3/16/26 13:31
BIGC-BTP â€“ Bureau d'Ingenieurs de Genie Civil,https://bigcbtp.com/,Yes,https://www.facebook.com/share/18bwZTfB9S,Discussions,Yes,3000,61783030,bigcbtpsarl@yahoo.com,,,bigcbtpsarl@yahoo.com,+23767807094; +23769679475; 67807094; 69679475; 20250221; 67108864; 20251001,google_serpapi,BIGC BTP est une entreprise de gÃ©nie civil spÃ©cialisÃ©e dans le bÃ¢timent et travaux publics. Nous maÃ®trisons une large palette de savoir-faire en construction ...,3/16/26 13:31
Entreprise BTP Construction RÃ©novation GÃ©nie Civil ...,https://www.renovbuilding.cm/services,Yes,https://www.facebook.com/renovbuilding,Discussions,Yes,867,61783037,contact@renovbuilding.cm,ðŸ—ï¸Renov Building â€“ Entreprise camerounaise de BTP basÃ©e Ã  YaoundÃ©.,https://api.whatsapp.com/send?phone=+237670726237&token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjEyNSJ9.eyJleHAiOjE3NzM3NTA3NTAsInBob25lIjoiKzIzNzY3MDcyNjIzNyIsImNvbnRleHQiOiJBZmRNdGUtdkRPcElNUXhMVVdKWHRkNVZMbHZUOTkwMEVhajR5dWZYNlFpMzRaZlVTRTdBZjNpUFE0bE9FX1huRFdHQWR3LWVDRl9rbG5kRjlha1Q3SmY2QVRHQ3JfX0JOZHhFX1QydnVmdVhLLTNLdS1qYjY0WjVZWDdoTE5ScXUySzRqVDVzUFVzX1lVUzdBWDZGWDVhcXBBIiwic291cmNlIjoiRkJfUGFnZSIsImFwcCI6ImZhY2Vib29rIiwiZW50cnlfcG9pbnQiOiJwYWdlX2N0YSJ9.8PqBmJgH1n6PL3LLgoUy7_L61302Y3GdDt6ANjkWbTjQ7L0MkD-alG9DQkGT2lrlWdSHQQ5xtUF6gTz3dxxGqQ&fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExeGVPY21vZkFMR1cwSFhsV3NydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR4SvkfXNXFSmbGk4OL5NdDDA-o5YZ9snBym0hh-Xm8oiegIGyLG61ihuDNPHQ_aem_UTGBsUbjmwdb9LNB5U0zjA,contact@renovbuilding.cm,23767072620,google_serpapi,"Renov Building, entreprise leader du secteur BTP au Cameroun spÃ©cialisÃ©e en construction durable, rÃ©novation complÃ¨te, travaux de gÃ©nie civil, ...",3/16/26 13:32
CFB Holding Ltd: Approved Real Estate Developer in ...,https://cfbholding.com/cfb-holding-ltd-now-an-approved-real-estate-developer-in-cameroon/,Yes,https://www.facebook.com/people/CFB-Holding-Ltd/61555691876999,Discussions,Yes,14,61783057,,,,john@doe.com,20250314; 20251209; 36267898; 61555691; 23782715,google_serpapi,"CFB Holding Ltd unveils its status as a Real Estate Developer in Cameroon, focusing on sustainable living and quality housing.",3/16/26 13:33
Cameroon Investment Properties â€“ Buy-to-Let & Commercial,https://veles-club.com/projects/cameroon,Yes,https://www.facebook.com/VelesClub.int,Discussions,Yes,76000,61783079,,,https://www.instagram.com/velesclub_int?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExeGVPY21vZkFMR1cwSFhsV3NydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR6Ks3DG8Flv_FU8tAbYswAL9bj06i3JkQf2mYg4x4ubAzQaxOO1xAqNe1LfGw_aem_Qw0GISbUg9Yp_9wrXV5K0g,info@veles-club.com,20250808; 20250809,google_serpapi,"Find top investment properties in Cameroon, from studio-apartments to luxurious villas. VelesClub Int. supports foreign and local investors with market ...",3/16/26 13:33
Agences immobiliÃ¨res | Walazouo,https://cm.walazouo.com/fr/agencies?ShortBy=asc&View=list,Yes,https://www.facebook.com/A2MImmobilierCameroun,Discussions,Yes,11000,61783095,,,https://api.whatsapp.com/send?phone=+237687436869&token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjEyNSJ9.eyJleHAiOjE3NzM3NTA4ODQsInBob25lIjoiKzIzNzY4NzQzNjg2OSIsImNvbnRleHQiOiJBZmZ6MjhMcUxtQnNGd2JmUmgxbllKZHpaM2pwUTlXYW9oTmc2Sno1ZHFYbk83ZnV0YmNxTnhuNURIQVZuNVFLUGZZam5VVXUwNWVIbmlPUUxpcXJBSFBndy1sLVNacURjdmlhLXE3SXFGYWRmVDNPdGQyNUhYMEJfeVZHdm5OS1JoRU43Q3NxLXEtVWQtRnh1MFhrMFFHVHN3Iiwic291cmNlIjoiRkJfUGFnZSIsImFwcCI6ImZhY2Vib29rIiwiZW50cnlfcG9pbnQiOiJwYWdlX2N0YSJ9.HJkkb83Iz7qH759LC3mY2cMYeyWmYD1zDIf30iCtgcg6cZxVZ9l8zZ6nkZycYN0d8PYg3wjZUhkVobRDgoz3uA&fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExeGVPY21vZkFMR1cwSFhsV3NydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR7gB-WVcVrvDqrdmZ6gCzMixhn1aQmShGSQX4v4MbvK4zcZ2fXtj1RUAjwVPQ_aem_hz9RUQ0iccZpaUVHSovKjw,immobiliera2m@gmail.com; contact@abbasimmob.cm; logementsducam@yahoo.fr; contact@agiicam.com; ntcodecsarl@gmail.com; droneimmobilier03@gmail.com; info@walazouo.com,36972200; 35472200; 68213800; 67868700; 28841200; 36716600; 35331800; 62984110; 63155890; 65878210; 32100950; 63815800; 27134700; 62350500; 25440440; 39656000; 63051300; 22448510; 67597720; 30170000; 33236200; 32260160; 39338900; 31199450; 33814880; 66830200; 67679580; 36730840; 26322430; 22465600; 63332680; 20283200; 26295800; 69958230; 38085000; 69401040; 26054200; 68136400; 65084010; 24779700; 39428800; 68704590; 33021800; 38596300; 64937500; 23974600; 38892800; 31628200; 69959900; 34943000; 69331390; 34859500; 22764900; 34591700; 22570600; 24312300; 22931600; 69679630; 60605400; 36340000; 28004500; 69749280; 38639900; 23453200; 27282800; 69993060; 27199300; 36388600; 69470680; 35902000; 32155400; 32222300; 38438900; 35330600; 27770800; 39849900; 65989400; 69012200; 20543200; 26936800; 29068000; 33292100; 32880200; 25961600; 69039900; 25338400; 24790300; 21534800; 61945100; 30955400; 35194900; 35508100; 26751400; 66786400; 66667000; 37919300; 27401000; 34151500; 22340000; 21863500; 28137400; 27913000; 64215000; 34751700; 25734800; 21964000; 62437500; 34857300; 30051400; 39014600; 61427600; 63898900; 68009000; 23040000; 31646200; 33915700; 37053700; 29464100; 64780000; 62818750; 31126100; 66744900; 23248200; 66712100; 69409300; 69190000; 26866200; 61685300; 20229200; 29018900; 68520000; 26310800; 32139500; 24013500; 27318800; 64712900; 24418300; 39191900,google_serpapi,"Toutes les agences immobiliÃ¨res ; A2M Immobilier. odza Koweit, YaoundÃ©, Cameroon Â· +237 6 76 87 82 00 ; Abbas Immobilier. Nouvelle route Bastos, YaoundÃ©, Cameroon.",3/16/26 13:34
Guest Houses,https://geniecapital.co/p/guest-houses,Yes,https://www.facebook.com/GenieCapitalLtd,Discussions,No,,61783108,,,,info@geniecapital.com,,google_serpapi,"Genie Capital Ltd is an Investment and Property Management company with Head Office in Buea - SW Cameroon and operations in Limbe - SW Cameroon, Douala - LT ...",3/16/26 13:35
House Rental & Property Sales in Cameroon,https://amigoconsultingcm.com/house,Yes,https://www.facebook.com/amigo%20consulting,Discussions,No,,61783115,,,,amigoconsultingcm@gmail.com; teams-cameroon@amigoconsultingcm.com,60518883,google_serpapi,"Find Your Dream Home in Cameroon. Discover the perfect property for rent or sale. From luxury homes to affordable apartments, studios, and commercial spaces ...",3/16/26 13:35
